Registration Number,International Designator,Object Name,Country of Origin,Date of Launch,Function,Status,Registration Document,UN Registered,GSO Location,Date of Decay or Change,Secretariat Remarks,External Website,Launch Vehicle,Place of Launch,Apogee (km),Perigee (km),Inclination (degrees),Period (minutes),NORAD_CAT_ID,SATCAT_OBJECT_TYPE,SATCAT_OPS_STATUS,SATCAT_RCS,SATCAT_DECAY_DATE
3761-2024-13,2024-199*,,Russian Federation,2024-11-05,Earth remote sensing,in orbit,/osoindex/data/documents/ru/st/stsgser.e1238.html,T,,,International Designator pending assignment. Date of launch is 2024-11-04 using UTC.,,,,,,,,,,,,
3755-2024-13,2024-199*,,Russian Federation,2024-11-05,Technological applications,in orbit,/osoindex/data/documents/ru/st/stsgser.e1238.html,T,,,International Designator pending assignment. Date of launch is 2024-11-04 using UTC.,,,,,,,,,,,,
3756-2024-13,2024-199*,,Russian Federation,2024-11-05,Technological applications,in orbit,/osoindex/data/documents/ru/st/stsgser.e1238.html,T,,,International Designator pending assignment. Date of launch is 2024-11-04 using UTC.,,,,,,,,,,,,
3759-2024-13,2024-199*,,Russian Federation,2024-11-05,Scientific applications,in orbit,/osoindex/data/documents/ru/st/stsgser.e1238.html,T,,,International Designator pending assignment. Date of launch is 2024-11-04 using UTC.,,,,,,,,,,,,
3742-2024-13,2024-199*,,Russian Federation,2024-11-05,Technological applications,in orbit,/osoindex/data/documents/ru/st/stsgser.e1238.html,T,,,International Designator pending assignment. Date of launch is 2024-11-04 using UTC.,,,,,,,,,,,,
3745-2024-13,2024-199*,,Russian Federation,2024-11-05,Technological applications,in orbit,/osoindex/data/documents/ru/st/stsgser.e1238.html,T,,,International Designator pending assignment. Date of launch is 2024-11-04 using UTC.,,,,,,,,,,,,
3746-2024-13,2024-199*,,Russian Federation,2024-11-05,Technological applications,in orbit,/osoindex/data/documents/ru/st/stsgser.e1238.html,T,,,International Designator pending assignment. Date of launch is 2024-11-04 using UTC.,,,,,,,,,,,,
3747-2024-13,2024-199*,,Russian Federation,2024-11-05,Technological applications,in orbit,/osoindex/data/documents/ru/st/stsgser.e1238.html,T,,,International Designator pending assignment. Date of launch is 2024-11-04 using UTC.,,,,,,,,,,,,
3751-2024-13,2024-199*,,Russian Federation,2024-11-05,Technological applications,in orbit,/osoindex/data/documents/ru/st/stsgser.e1238.html,T,,,International Designator pending assignment. Date of launch is 2024-11-04 using UTC.,,,,,,,,,,,,
3743-2024-13,2024-199*,,Russian Federation,2024-11-05,Technological applications,in orbit,/osoindex/data/documents/ru/st/stsgser.e1238.html,T,,,International Designator pending assignment. Date of launch is 2024-11-04 using UTC.,,,,,,,,,,,,
3744-2024-13,2024-199*,,Russian Federation,2024-11-05,Technological applications,in orbit,/osoindex/data/documents/ru/st/stsgser.e1238.html,T,,,International Designator pending assignment. Date of launch is 2024-11-04 using UTC.,,,,,,,,,,,,
3741-2024-13,2024-199*,,Russian Federation,2024-11-05,Technological applications,in orbit,/osoindex/data/documents/ru/st/stsgser.e1238.html,T,,,International Designator pending assignment. Date of launch is 2024-11-04 using UTC.,,,,,,,,,,,,
3752-2024-13,2024-199*,,Russian Federation,2024-11-05,Technological applications,in orbit,/osoindex/data/documents/ru/st/stsgser.e1238.html,T,,,International Designator pending assignment. Date of launch is 2024-11-04 using UTC.,,,,,,,,,,,,
3771-2024-13,2024-199*,,Russian Federation,2024-11-05,Scientific applications,in orbit,/osoindex/data/documents/ru/st/stsgser.e1238.html,T,,,International Designator pending assignment. Date of launch is 2024-11-04 using UTC.,,,,,,,,,,,,
3772-2024-13,2024-199*,,Russian Federation,2024-11-05,Scientific applications,in orbit,/osoindex/data/documents/ru/st/stsgser.e1238.html,T,,,International Designator pending assignment. Date of launch is 2024-11-04 using UTC.,,,,,,,,,,,,
3749-2024-13,2024-199*,,Russian Federation,2024-11-05,Technological applications,in orbit,/osoindex/data/documents/ru/st/stsgser.e1238.html,T,,,International Designator pending assignment. Date of launch is 2024-11-04 using UTC.,,,,,,,,,,,,
3764-2024-13,2024-199*,,Russian Federation,2024-11-05,Technological applications,in orbit,/osoindex/data/documents/ru/st/stsgser.e1238.html,T,,,International Designator pending assignment. Date of launch is 2024-11-04 using UTC.,,,,,,,,,,,,
3763-2024-13,2024-199*,,Russian Federation,2024-11-05,Scientific applications,in orbit,/osoindex/data/documents/ru/st/stsgser.e1238.html,T,,,International Designator pending assignment. Date of launch is 2024-11-04 using UTC.,,,,,,,,,,,,
3768-2024-13,2024-199*,,Russian Federation,2024-11-05,Scientific applications,in orbit,/osoindex/data/documents/ru/st/stsgser.e1238.html,T,,,International Designator pending assignment. Date of launch is 2024-11-04 using UTC.,,,,,,,,,,,,
3777-2024-13,2024-199*,,Russian Federation,2024-11-05,Technological applications,in orbit,/osoindex/data/documents/ru/st/stsgser.e1238.html,T,,,International Designator pending assignment. Date of launch is 2024-11-04 using UTC.,,,,,,,,,,,,
3773-2024-13,2024-199*,,Russian Federation,2024-11-05,Technological applications,in orbit,/osoindex/data/documents/ru/st/stsgser.e1238.html,T,,,International Designator pending assignment. Date of launch is 2024-11-04 using UTC.,,,,,,,,,,,,
3779-2024-13,2024-199*,,Russian Federation,2024-11-05,Technological applications,in orbit,/osoindex/data/documents/ru/st/stsgser.e1238.html,T,,,International Designator pending assignment. Date of launch is 2024-11-04 using UTC.,,,,,,,,,,,,
3767-2024-13,2024-199*,,Russian Federation,2024-11-05,Scientific applications,in orbit,/osoindex/data/documents/ru/st/stsgser.e1238.html,T,,,International Designator pending assignment. Date of launch is 2024-11-04 using UTC.,,,,,,,,,,,,
3778-2024-13,2024-199AG,,Russian Federation,2024-11-05,Technological applications,in orbit,/osoindex/data/documents/ru/st/stsgser.e1238.html,T,,,International Designator pending assignment. Date of launch is 2024-11-04 using UTC.,,,,361.0,356.0,97.31,91.72,61765,PAY,+,,
3776-2024-13,2024-199*,,Russian Federation,2024-11-05,Technological applications,in orbit,/osoindex/data/documents/ru/st/stsgser.e1238.html,T,,,Date of launch is 2024-11-04 using UTC.,,,,,,,,,,,,
3774-2024-13,2024-199AJ,,Russian Federation,2024-11-05,Technological applications,in orbit,/osoindex/data/documents/ru/st/stsgser.e1238.html,T,,,Date of launch is 2024-11-04 using UTC.,,,,305.0,299.0,97.3,90.56,61767,PAY,+,,
3781-2024-13,2024-199*,,Russian Federation,2024-11-05,Technological applications,in orbit,/osoindex/data/documents/ru/st/stsgser.e1238.html,T,,,International Designator pending assignment. Date of launch is 2024-11-04 using UTC.,,,,,,,,,,,,
3785-2024-13,2024-199*,,Russian Federation,2024-11-05,Technological applications,in orbit,/osoindex/data/documents/ru/st/stsgser.e1238.html,T,,,International Designator pending assignment. Date of launch is 2024-11-04 using UTC.,,,,,,,,,,,,
3787-2024-13,2024-199*,,Russian Federation,2024-11-05,Technological applications,in orbit,/osoindex/data/documents/ru/st/stsgser.e1238.html,T,,,International Designator pending assignment. Date of launch is 2024-11-04 using UTC.,,,,,,,,,,,,
3783-2024-13,2024-199*,,Russian Federation,2024-11-05,Technological applications,in orbit,/osoindex/data/documents/ru/st/stsgser.e1238.html,T,,,International Designator pending assignment. Date of launch is 2024-11-04 using UTC.,,,,,,,,,,,,
3748-2024-13,2024-199*,,Russian Federation,2024-11-05,Technological applications,in orbit,/osoindex/data/documents/ru/st/stsgser.e1238.html,T,,,International Designator pending assignment. Date of launch is 2024-11-04 using UTC.,,,,,,,,,,,,
3782-2024-13,2024-199*,,Russian Federation,2024-11-05,Technological applications,in orbit,/osoindex/data/documents/ru/st/stsgser.e1238.html,T,,,International Designator pending assignment. Date of launch is 2024-11-04 using UTC.,,,,,,,,,,,,
3789-2024-13,2024-199*,,Russian Federation,2024-11-05,Earth remote sensing,in orbit,/osoindex/data/documents/ru/st/stsgser.e1238.html,T,,,International Designator pending assignment. Date of launch is 2024-11-04 using UTC.,,,,,,,,,,,,
3784-2024-13,2024-199Y,HORIZON GORIZONT,Russian Federation,2024-11-05,Scientific applications,in orbit,/osoindex/data/documents/ru/st/stsgser.e1238.html,T,,,International Designator pending assignment. Date of launch is 2024-11-04 using UTC.,,,,409.0,401.0,97.32,92.67,61757,PAY,+,,
3760-2024-13,2024-199*,,Russian Federation,2024-11-05,Technological applications,in orbit,/osoindex/data/documents/ru/st/stsgser.e1238.html,T,,,International Designator pending assignment. Date of launch is 2024-11-04 using UTC.,,,,,,,,,,,,
3750-2024-13,2024-199*,,Russian Federation,2024-11-05,Technological applications,in orbit,/osoindex/data/documents/ru/st/stsgser.e1238.html,T,,,International Designator pending assignment. Date of launch is 2024-11-04 using UTC.,,,,,,,,,,,,
3775-2024-13,2024-199*,,Russian Federation,2024-11-05,Technological applications,in orbit,/osoindex/data/documents/ru/st/stsgser.e1238.html,T,,,International Designator pending assignment. Date of launch is 2024-11-04 using UTC.,,,,,,,,,,,,
3769-2024-13,2024-199AP,,Russian Federation,2024-11-05,Earth remote sensing,in orbit,/osoindex/data/documents/ru/st/stsgser.e1238.html,T,,,International Designator pending assignment. Date of launch is 2024-11-04 using UTC.,,,,428.0,417.0,97.32,93.02,61772,PAY,+,,
3770-2024-13,2024-199*,,Russian Federation,2024-11-05,Scientific applications,in orbit,/osoindex/data/documents/ru/st/stsgser.e1238.html,T,,,International Designator pending assignment. Date of launch is 2024-11-04 using UTC.,,,,,,,,,,,,
3757-2024-13,2024-199*,,Russian Federation,2024-11-05,Scientific applications,in orbit,/osoindex/data/documents/ru/st/stsgser.e1238.html,T,,,International Designator pending assignment. Date of launch is 2024-11-04 using UTC.,,,,,,,,,,,,
3780-2024-13,2024-199AD,,Russian Federation,2024-11-05,Scientific applications,in orbit,/osoindex/data/documents/ru/st/stsgser.e1238.html,T,,,Date of launch is 2024-11-04 using UTC.,,,,414.0,406.0,97.32,92.76,61762,PAY,+,,
3737-2024-012,2024-197A,,Russian Federation,2024-10-31,"Space object intended for assignments on
behalf of the Ministry of Defence of the
Russian Federation",in orbit,/osoindex/data/documents/ru/st/stsgser.e1231.html,T,,,------,,,,491.0,488.0,97.56,94.4,61730,PAY,+,,
61605,2024-188M,,United Kingdom,2024-10-20,Communications,in orbit,/osoindex/data/documents/gb/st/stsgser.e1232.html,T,,,------,,,,1223.0,1221.0,87.88,109.89,61605,PAY,+,,
61613,2024-188V,,United Kingdom,2024-10-20,Communications,in orbit,/osoindex/data/documents/gb/st/stsgser.e1232.html,T,,,------,,,,1223.0,1221.0,87.88,109.89,61613,PAY,+,,
61594,2024-188A,,United Kingdom,2024-10-20,Communications,in orbit,/osoindex/data/documents/gb/st/stsgser.e1232.html,T,,,------,,,,1219.0,1216.0,87.89,109.8,61594,PAY,+,,
61600,2024-188G,,United Kingdom,2024-10-20,Communications,in orbit,/osoindex/data/documents/gb/st/stsgser.e1232.html,T,,,------,,,,1219.0,1217.0,87.89,109.81,61600,PAY,+,,
61596,2024-188C,,United Kingdom,2024-10-20,Communications,in orbit,/osoindex/data/documents/gb/st/stsgser.e1232.html,T,,,------,,,,1196.0,1192.0,87.91,109.29,61596,PAY,+,,
61608,2024-188Q,,United Kingdom,2024-10-20,Communications,in orbit,/osoindex/data/documents/gb/st/stsgser.e1232.html,T,,,------,,,,1218.0,1217.0,87.88,109.8,61608,PAY,+,,
61601,2024-188H,,United Kingdom,2024-10-20,Communications,in orbit,/osoindex/data/documents/gb/st/stsgser.e1232.html,T,,,------,,,,1196.0,1192.0,87.91,109.29,61601,PAY,+,,
61610,2024-188S,,United Kingdom,2024-10-20,Communications,in orbit,/osoindex/data/documents/gb/st/stsgser.e1232.html,T,,,------,,,,1222.0,1221.0,87.88,109.89,61610,PAY,+,,
61595,2024-188B,,United Kingdom,2024-10-20,Communications,in orbit,/osoindex/data/documents/gb/st/stsgser.e1232.html,T,,,------,,,,1195.0,1193.0,87.91,109.29,61595,PAY,+,,
61599,2024-188F,,United Kingdom,2024-10-20,Communications,in orbit,/osoindex/data/documents/gb/st/stsgser.e1232.html,T,,,------,,,,1219.0,1216.0,87.88,109.8,61599,PAY,+,,
61598,2024-188E,,United Kingdom,2024-10-20,Communications,in orbit,/osoindex/data/documents/gb/st/stsgser.e1232.html,T,,,------,,,,1219.0,1216.0,87.89,109.8,61598,PAY,+,,
61597,2024-188D,,United Kingdom,2024-10-20,Communications,in orbit,/osoindex/data/documents/gb/st/stsgser.e1232.html,T,,,------,,,,1219.0,1217.0,87.88,109.8,61597,PAY,+,,
61611,2024-188T,,United Kingdom,2024-10-20,Communications,in orbit,/osoindex/data/documents/gb/st/stsgser.e1232.html,T,,,------,,,,1222.0,1221.0,87.88,109.89,61611,PAY,+,,
61603,2024-188K,,United Kingdom,2024-10-20,Communications,in orbit,/osoindex/data/documents/gb/st/stsgser.e1232.html,T,,,------,,,,1219.0,1217.0,87.89,109.81,61603,PAY,+,,
61604,2024-188L,,United Kingdom,2024-10-20,Communications,in orbit,/osoindex/data/documents/gb/st/stsgser.e1232.html,T,,,------,,,,1219.0,1216.0,87.89,109.8,61604,PAY,+,,
61606,2024-188N,,United Kingdom,2024-10-20,Communications,in orbit,/osoindex/data/documents/gb/st/stsgser.e1232.html,T,,,------,,,,1222.0,1221.0,87.88,109.89,61606,PAY,+,,
61607,2024-188P,,United Kingdom,2024-10-20,Communications,in orbit,/osoindex/data/documents/gb/st/stsgser.e1232.html,T,,,------,,,,1223.0,1221.0,87.88,109.89,61607,PAY,+,,
61612,2024-188U,,United Kingdom,2024-10-20,Communications,in orbit,/osoindex/data/documents/gb/st/stsgser.e1232.html,T,,,------,,,,1223.0,1221.0,87.88,109.89,61612,PAY,+,,
61602,2024-188J,,United Kingdom,2024-10-20,Communications,in orbit,/osoindex/data/documents/gb/st/stsgser.e1232.html,T,,,------,,,,1219.0,1217.0,87.89,109.8,61602,PAY,+,,
61609,2024-188R,,United Kingdom,2024-10-20,Communications,in orbit,/osoindex/data/documents/gb/st/stsgser.e1232.html,T,,,------,,,,1222.0,1221.0,87.88,109.89,61609,PAY,+,,
FIN-29-SAT-2024,2024-149CY,,Finland,2024-08-16,Earth observation satellite carrying a hyperspectral imager,in orbit,/osoindex/data/documents/fi/st/stsgser.e1233.html,T,,,------,,,,484.0,478.0,97.4,94.23,60562,PAY,+,,
2024-MA-001,2024-149CQ,,Morocco,2024-08-16,"Automatic Dependent Surveillance–Broadcast (ADS-B),  Automatic Identification System (AIS) and Internet of Things (IoT)",in orbit,/osoindex/data/documents/ma/st/stsgser.e1256.html,T,,,"The registration submission for this space object is presently being processed by the United Nations Secretariat. State of registry notes in ST/SG/SER.E/1256 that the ""time of launch is the time of separation from the launch vehicle"".",,,,573.0,564.0,97.69,96.03,60554,PAY,+,,
2024-MA-SC-002,2024-149CR,,Morocco,2024-08-16,Earth observation,in orbit,/osoindex/data/documents/ma/st/stsgser.e1256.html,T,,,"The registration submission for this space object is presently being processed by the United Nations Secretariat. State of registry notes in ST/SG/SER.E/1256 that the ""time of launch is the time of separation from the launch vehicle"".",,,,572.0,562.0,97.7,96.0,60555,PAY,+,,
